customerid,birthdate,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,level_of_education_clients,loannumber,loanamount,totaldue,termdays,days_in_advance,due_day,approveddate,good_bad_flag
8a858f185c884965015c88a2cf95321c,1983-12-22 00:00:00.000000,Savings,5.4536545,6.0008584,EcoBank,Permanent,missing,1,10000.0,13000.0,30.0,-18.0,10.0,2017-07-28 19:48:20,Good
8a858f635a8a972f015a8b9cb9d14bd5,1985-07-31 00:00:00.000000,Savings,3.907838,7.44498,GT Bank,Permanent,missing,5,12000.0,13570.0,15.0,5.0,11.4,2017-07-11 18:17:20,Good
8a858e185b4923b4015b50807fef1ab5,1985-09-25 00:00:00.000000,Savings,7.360265,9.1441383,GT Bank,Permanent,missing,3,10000.0,12500.0,25.0,1.3333333333333333,17.333333333333332,2017-07-10 10:40:20,Good
8a858e0a5a85cfaa015a89b1af345719,1986-11-16 00:00:00.000000,Savings,3.3255134,6.4636791,Access Bank,Permanent,missing,4,10000.0,12812.5,30.0,3.0,16.25,2017-07-06 21:11:47,Good
8a858e785c8d9167015c9d882f8c173e,1987-05-24 00:00:00.000000,Savings,3.5432242,6.4455196,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,0.0,14.0,2017-07-17 08:12:54,Good
8a858eef55548905015572bde55a59e3,1994-11-11 00:00:00.000000,Savings,6.936152,4.8913597,Diamond Bank,Permanent,missing,4,10000.0,13000.0,30.0,0.0,25.75,2017-07-04 17:23:53,Bad
8a858fd05c7d6f76015c7d9f35f82450,1970-03-05 00:00:00.000000,Savings,3.3975725,6.449251,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,2.0,7.0,2017-07-07 17:57:27,Good
8a858ee55cb156e6015cc1111a7b6f79,1985-01-11 00:00:00.000000,Savings,3.4444807,6.456003,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,10.0,19.0,2017-07-12 19:17:39,Good
8a858e9b5a195041015a1a602a51519d,1983-02-02 00:00:00.000000,Savings,7.1694297,9.2174068,GT Bank,Permanent,missing,6,13333.333333333334,15020.833333333334,15.0,2.6666666666666665,18.333333333333332,2017-07-13 17:38:01,Good
8a858fec5ceec886015ceee4a2ab15ac,1987-03-09 00:00:00.000000,Savings,7.027062,4.8300052,Diamond Bank,Permanent,missing,1,10000.0,13000.0,30.0,19.0,8.0,2017-07-20 22:28:45,Good
8a858f085bcf44be015bd2e931310a74,1976-12-25 00:00:00.000000,Savings,3.2340097,6.545471,FCMB,Permanent,missing,4,12500.0,15125.0,22.5,7.75,15.75,2017-07-07 16:54:23,Good
8a8589f853f100fb0153f85f57326137,1980-02-06 00:00:00.000000,Other,7.3932614,9.0749237,GT Bank,Permanent,Post-Graduate,8,20000.0,22843.75,24.375,7.25,14.75,2017-07-05 12:26:56,Good
8a858f61560bc0e5015612044d501fe2,1984-03-16 00:00:00.000000,Savings,3.9368532,7.4063863,GT Bank,Self-Employed,missing,1,10000.0,13000.0,30.0,-1.0,22.0,2017-07-28 09:38:59,Bad
8a858ece5b0142e3015b067c026713e3,1983-03-23 00:00:00.000000,Current,3.3849891,6.45461,Zenith Bank,Permanent,missing,2,10000.0,13000.0,30.0,-8.0,8.5,2017-07-01 05:59:32,Good
8a858f865d0e2874015d0e5d4aeb2c32,1993-07-06 00:00:00.000000,Savings,3.3781347,6.5062632,UBA,Permanent,missing,1,10000.0,11500.0,15.0,13.0,20.0,2017-07-22 15:02:52,Good
8a858ff25b8b1ddb015b8b2f92ff0c68,1989-03-10 00:00:00.000000,Savings,7.0238027,5.4422871,Access Bank,Permanent,missing,5,14000.0,15800.0,15.0,3.4,15.6,2017-07-19 16:15:05,Bad
8a858f905c06a9c0015c06f14e5506fb,1986-12-14 00:00:00.000000,Savings,8.5558787,7.7558688,Diamond Bank,Permanent,missing,2,10000.0,12250.0,22.5,6.0,20.0,2017-07-05 12:05:20,Good
8a858f915a3bd604015a3c5c4c124545,1987-06-17 00:00:00.000000,Savings,3.0015245,6.8989986,GT Bank,Permanent,missing,6,15000.0,18383.333333333332,27.5,3.0,17.0,2017-07-29 11:16:27,Good
8a858fd458639fcc015868eb14b542ad,1988-08-16 00:00:00.000000,Savings,3.7256550000000006,6.474429999999999,GT Bank,Permanent,missing,7,18571.428571428572,22228.571428571428,30.0,3.4285714285714284,11.142857142857142,2017-07-06 21:01:06,Bad
8a858f99560bbe4501561ee41ef71de5,1979-05-08 00:00:00.000000,Other,7.3956748,9.0628923,EcoBank,Self-Employed,missing,2,10000.0,12250.0,22.5,12.5,18.0,2017-07-05 22:11:37,Good
8a858f4a584475fb015848bc78d532a6,1969-10-17 00:00:00.000000,Savings,3.3314938,6.5628218,UBA,Permanent,Graduate,6,13333.333333333334,16466.666666666668,27.5,2.5,13.0,2017-07-26 20:14:00,Good
8a858e6a5bfd4b54015c01d5bc6855c7,1978-08-15 00:00:00.000000,Savings,8.5094601,8.5095298,Access Bank,Permanent,missing,1,10000.0,11500.0,15.0,6.0,30.0,2017-07-02 23:41:30,Good
8a858f495c5973ce015c59c5f099417c,1983-09-25 00:00:00.000000,Savings,3.3329005,6.5848311,Skye Bank,Permanent,missing,2,10000.0,13000.0,30.0,3.5,26.5,2017-07-25 08:51:56,Good
8a858f0056b7cf8e0156d5f3c4f26f03,1984-09-22 00:00:00.000000,Savings,3.3715585,6.5347283,GT Bank,Permanent,missing,9,19444.444444444445,23000.0,31.666666666666668,3.3333333333333335,19.11111111111111,2017-07-17 19:19:30,Good
8a858ed759ffb4d1015a02d41aa95acf,1985-11-12 00:00:00.000000,Savings,3.3958,6.4531,GT Bank,Permanent,missing,4,10000.0,11500.0,15.0,-1.0,12.25,2017-07-15 17:24:40,Good
8a858f965c6950da015c69c571b93c16,1978-06-18 00:00:00.000000,Savings,3.9376259,7.4256545,First Bank,Permanent,missing,1,10000.0,13000.0,30.0,-8.0,3.0,2017-07-19 22:45:16,Good
8a858e0b5cf4883c015cf7f015511f70,1979-04-24 00:00:00.000000,Savings,3.3885508,6.4539447,EcoBank,Permanent,missing,1,10000.0,13000.0,30.0,4.0,31.0,2017-07-27 14:26:42,Good
8a858edb5bd936e4015be280d1ce22c4,1993-03-25 00:00:00.000000,Savings,3.5159825,6.4394674,GT Bank,Permanent,missing,2,10000.0,13000.0,30.0,-6.5,13.5,2017-07-21 11:17:06,Bad
8a858efe5bf7bae7015bf7fe86072852,1987-08-16 00:00:00.000000,Savings,3.3673915,6.5272874,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,0.0,24.0,2017-07-26 15:48:02,Good
8a858fa95c695f85015c6dde5682348a,1987-01-23 00:00:00.000000,Savings,3.5976917,6.65205,Access Bank,Permanent,missing,1,10000.0,11500.0,15.0,-9.0,19.0,2017-07-12 15:21:41,Good
8a8589045384bd830153a26a18566fcd,1980-03-03 00:00:00.000000,Savings,6.9814862,4.8463469,Access Bank,Permanent,missing,12,23333.333333333332,28033.333333333332,37.5,1.6666666666666667,14.75,2017-07-06 12:48:21,Good
8a858fd05bfd7d3c015bfdfa3fee2e3a,1987-01-29 00:00:00.000000,Savings,7.4633708,9.0652649,Access Bank,Permanent,missing,1,10000.0,13000.0,30.0,14.0,17.0,2017-07-05 10:37:09,Good
8a858e115af6c526015af8adf8fa3495,1982-02-20 00:00:00.000000,Savings,3.2673212,6.549919,GT Bank,Permanent,missing,5,10000.0,12400.0,24.0,2.4,17.0,2017-07-11 16:38:20,Bad
8a858e9d59f013710159f3efc4683cec,1981-01-17 00:00:00.000000,Savings,7.7982203,4.9970394,First Bank,Permanent,missing,4,10000.0,13000.0,30.0,-3.5,16.5,2017-07-11 07:33:57,Bad
8a858e645591c24b01559aebf3576da3,1978-10-18 00:00:00.000000,Other,3.3658274,6.6299083,GT Bank,Permanent,missing,3,10000.0,12500.0,25.0,0.0,15.0,2017-07-20 13:02:42,Good
8a858fd458639fcc0158680d96df6d18,1986-04-11 00:00:00.000000,Savings,3.4821901,6.4446654,GT Bank,Permanent,missing,9,15555.555555555555,17938.88888888889,20.0,3.0,14.666666666666666,2017-07-15 12:43:41,Bad
8a8588dd54be35520154bf9790ea4a55,1980-07-16 00:00:00.000000,Savings,7.129383,8.9181002,UBA,Permanent,Graduate,1,10000.0,11500.0,15.0,0.0,1.0,2017-07-26 18:00:26,Bad
8a858e6d5b252065015b305a3ef77693,1981-02-25 00:00:00.000000,Savings,3.5037431,6.4301831,Stanbic IBTC,Permanent,missing,3,10000.0,13000.0,30.0,-0.3333333333333333,10.0,2017-07-13 18:45:48,Good
8a858f475c7ea023015c7ed3b27b0ccf,1974-10-05 00:00:00.000000,Savings,3.4286341,6.4271847,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,13.0,7.0,2017-07-25 20:03:50,Good
8a858f5f5b39bb0c015b3b298dd1358b,1982-07-17 00:00:00.000000,Savings,3.3248839,6.4882979,GT Bank,Permanent,missing,3,10000.0,12000.0,20.0,-7.666666666666667,10.0,2017-07-13 09:07:18,Bad
8a8589045384bd8301539aa56b0d7404,1985-07-06 00:00:00.000000,Other,3.5875914,6.5000504,GT Bank,Permanent,missing,5,12000.0,14980.0,27.0,1.0,7.0,2017-07-03 09:22:33,Good
8a858fa158f8ee8f0158ffc2f0644e78,1993-07-07 00:00:00.000000,Savings,3.6089587,6.4511203,FCMB,Permanent,missing,1,10000.0,11500.0,15.0,1.0,27.0,2017-07-27 15:28:21,Bad
8a858fbf5b3a0b46015b3b145cf86aba,1992-07-30 00:00:00.000000,Savings,3.2751027,6.470239,Access Bank,Permanent,missing,1,10000.0,11500.0,15.0,-3.0,21.0,2017-07-26 16:35:33,Good
8a858fb4563228d2015646984d1d3f50,1994-01-10 00:00:00.000000,Other,3.8535249,6.487669,Zenith Bank,Permanent,Secondary,10,13000.0,15175.0,21.0,-1.4,18.1,2017-07-05 15:16:08,Good
8a858f2a5b3f2121015b4225e2455889,1993-07-23 00:00:00.000000,Savings,3.3846204,6.5247019,First Bank,Permanent,missing,2,10000.0,13000.0,30.0,-4.0,10.0,2017-07-11 07:01:29,Bad
8a858e5357d823010157d932443d28a3,1979-06-30 00:00:00.000000,Other,3.3526543,6.456209,First Bank,Self-Employed,missing,12,21666.666666666668,24575.0,22.5,0.6666666666666666,16.75,2017-07-18 11:00:05,Good
8a858e625c8d993a015c977c99e84aa5,1989-06-13 00:00:00.000000,Savings,3.8710384,7.3077655,UBA,Permanent,missing,1,10000.0,13000.0,30.0,-1.0,11.0,2017-07-12 23:06:50,Good
8a858e0156b782a10156c72b56162057,1982-01-01 00:00:00.000000,Savings,3.5573894,6.463117,Stanbic IBTC,Self-Employed,Primary,3,13333.333333333334,16333.333333333334,25.0,2.3333333333333335,27.666666666666668,2017-07-29 17:58:58,Good
8a858f6c5a37e2a3015a3914d98f0578,1979-04-19 00:00:00.000000,Savings,6.9324867,6.0378505,Skye Bank,Permanent,missing,4,10000.0,12250.0,22.5,2.0,12.5,2017-07-13 11:13:53,Bad
8a858ed457e2e6960157e8097165236e,1995-08-06 00:00:00.000000,Savings,5.3002606,7.6058121,First Bank,Student,missing,12,20833.333333333332,24625.0,33.75,5.083333333333333,18.083333333333332,2017-07-20 16:20:21,Good
8a858fd95c878bfe015c87b75e8f1fc3,1992-07-23 00:00:00.000000,Savings,7.0461617,4.838955,GT Bank,Permanent,missing,2,10000.0,13000.0,30.0,7.0,20.5,2017-07-29 15:50:04,Good
8a858e045b495c30015b4f8417aa61c4,1982-10-18 00:00:00.000000,Savings,3.328249,7.1478018,GT Bank,Permanent,missing,2,10000.0,12250.0,22.5,3.0,14.5,2017-07-04 12:11:49,Good
8a858f9c56aaf37d0156b4a832543398,1974-02-01 00:00:00.000000,Other,6.9533458,6.1781916,FCMB,Self-Employed,Secondary,5,10000.0,13000.0,30.0,-26.6,21.6,2017-07-07 06:15:29,Bad
8a858e935b57cc6a015b57df293c092c,1980-04-07 00:00:00.000000,Savings,3.3634443,6.6082675,GT Bank,Permanent,missing,3,10000.0,12333.333333333334,25.0,1.0,20.333333333333332,2017-07-25 18:58:01,Good
8a858ecc596e3666015977c3100a7b84,1981-04-18 00:00:00.000000,Savings,3.1923615,6.8321711,First Bank,Permanent,missing,7,17142.85714285714,20157.14285714286,23.571428571428573,3.2857142857142856,21.571428571428573,2017-07-28 15:11:57,Bad
8a858f415ba54724015ba8f78f4944a1,1990-06-02 00:00:00.000000,Savings,3.8662067,7.3921217,GT Bank,Permanent,missing,3,10000.0,12500.0,25.0,2.3333333333333335,12.666666666666666,2017-07-16 19:21:46,Good
8a858e6059e0a7080159e4a861cc71eb,1980-08-14 00:00:00.000000,Savings,3.3327529,6.6925149,First Bank,Permanent,missing,5,14000.0,17460.0,30.0,-2.4,28.4,2017-07-19 04:40:35,Bad
8a858f685acd5951015acd609d0803c4,1980-12-06 00:00:00.000000,Savings,4.5868134,8.4854621,GT Bank,Permanent,missing,3,10000.0,11500.0,15.0,-0.3333333333333333,23.666666666666668,2017-07-28 13:09:06,Good
8a858e8f5d41c974015d4b7f31865627,1993-09-09 00:00:00.000000,Savings,3.5246642,6.6592427,First Bank,Permanent,missing,1,10000.0,11500.0,15.0,6.0,31.0,2017-07-30 13:26:07,Bad
8a858f375cef1cbc015cf34fec6427ad,1974-04-05 00:00:00.000000,Savings,7.3812019,9.1691373,Access Bank,Permanent,missing,1,10000.0,11500.0,15.0,3.0,17.0,2017-07-14 16:24:20,Good
8a858f585cf9d48b015cfd80919c18ed,1979-07-04 00:00:00.000000,Savings,3.3665942,6.5529615,Skye Bank,Permanent,missing,1,10000.0,11500.0,15.0,7.0,17.0,2017-07-25 13:34:25,Good
8a85893d53e2e2f30153e9fb36255f0c,1980-10-12 00:00:00.000000,Other,3.4132916,6.4284883,UBA,Self-Employed,Graduate,6,11666.666666666666,13916.666666666666,20.0,-7.0,8.166666666666666,2017-07-29 09:54:56,Good
8a858e0b5d1d8104015d1dcb82a0210c,1973-04-28 00:00:00.000000,Savings,3.1483217,6.4638023,GT Bank,Permanent,missing,1,10000.0,11500.0,15.0,0.0,24.0,2017-07-28 08:48:18,Good
8a858ed25bf83782015bfba0a4330c86,1978-06-13 00:00:00.000000,Savings,3.3563675,6.6523173,First Bank,Permanent,missing,2,10000.0,13000.0,30.0,4.5,14.5,2017-07-16 18:08:06,Good
8a858edb5bd936e4015bdf8a95d7656a,1981-05-09 00:00:00.000000,Savings,3.3939591,6.6074703,Zenith Bank,Permanent,missing,4,12500.0,14062.5,15.0,-0.25,18.75,2017-07-24 19:46:47,Good
8a858fa45bd95e9a015be26937475887,1989-07-28 00:00:00.000000,Savings,3.5953494,6.4608568,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,-27.0,19.0,2017-07-20 09:59:35,Good
8a85886f54517ee0015462760ec345fc,1968-01-28 00:00:00.000000,Other,3.3075953,6.6681067,GT Bank,Self-Employed,Graduate,10,24000.0,27830.0,28.5,7.7,16.4,2017-07-16 03:09:48,Good
8a8589b953d0be470153d1069c3f14cd,1984-10-12 00:00:00.000000,Savings,3.2685283,6.6055933,GT Bank,Permanent,Secondary,2,10000.0,13000.0,30.0,-113.5,18.5,2017-07-07 00:20:47,Bad
8a858e1e5b1fc4ad015b1fc9fd66028a,1975-06-05 00:00:00.000000,Savings,3.8729717,7.3131517,Fidelity Bank,Permanent,missing,4,12500.0,15875.0,30.0,3.25,15.5,2017-07-27 05:38:57,Good
8a858e675c3fe0a1015c55131ebd5fa6,1993-07-29 00:00:00.000000,Savings,3.4250419,6.4304949,First Bank,Permanent,missing,1,10000.0,13000.0,30.0,3.0,28.0,2017-07-06 17:15:21,Good
8a858eda552adcc201553deed53a2493,1986-07-20 00:00:00.000000,Other,100.07789486938104,71.2280693936817,Diamond Bank,Permanent,missing,9,17777.777777777777,21066.666666666668,30.0,5.444444444444445,8.444444444444445,2017-07-01 06:51:19,Good
8a858f0456511c9401565a9725555220,1990-08-11 00:00:00.000000,Savings,3.3639265,6.504678,GT Bank,Permanent,missing,2,10000.0,13000.0,30.0,6.5,16.5,2017-07-30 12:15:46,Bad
8a858ec35a428dcc015a4667481262fe,1982-06-06 00:00:00.000000,Savings,3.4455849,6.4534188,GT Bank,Permanent,missing,9,17222.222222222223,19411.11111111111,18.333333333333332,7.888888888888889,15.777777777777779,2017-07-29 00:35:58,Good
8a858fe95c88ee44015c88f55a2301aa,1979-05-17 00:00:00.000000,Savings,3.5398948,6.6650349,Access Bank,Permanent,missing,1,10000.0,13000.0,30.0,7.0,28.0,2017-07-24 11:12:29,Good
8a858e2d597cf6250159829e6e483c19,1983-05-01 00:00:00.000000,Savings,3.4905008,6.6224465,Access Bank,Permanent,missing,8,18750.0,21193.75,18.75,0.25,15.0,2017-07-20 18:31:42,Good
8a858e965b5e1b91015b5e9e40562c58,1988-12-07 00:00:00.000000,Savings,3.3464259,7.151954,First Bank,Permanent,missing,4,10000.0,11687.5,18.75,8.0,15.25,2017-07-26 09:40:43,Good
8a858ec159932ece015996106bdc6ad9,1982-03-19 00:00:00.000000,Savings,3.3542694,7.1319499,UBA,Permanent,missing,7,17142.85714285714,20257.14285714286,23.571428571428573,3.857142857142857,12.285714285714286,2017-07-25 10:05:30,Good
8a858fee58f7c77e0159039ce4725e6f,1979-07-19 00:00:00.000000,Savings,6.9890062,4.828846,UBA,Permanent,missing,5,10000.0,11800.0,18.0,-3.0,18.4,2017-07-24 10:48:57,Bad
8a858e785c8d9167015c92c004e72b0a,1979-06-11 00:00:00.000000,Savings,3.2825517,6.6946267,GT Bank,Permanent,missing,1,10000.0,11500.0,15.0,1.0,26.0,2017-07-28 18:01:39,Good
8a858e9d5bfd7037015c0baee4de3547,1976-07-11 00:00:00.000000,Savings,4.541653,7.7835196,EcoBank,Permanent,missing,1,10000.0,13000.0,30.0,0.0,13.0,2017-07-13 10:26:32,Good
8a858e5b5a80188b015a81895c596e21,1987-03-03 00:00:00.000000,Savings,3.21171,6.9180192,Stanbic IBTC,Permanent,missing,3,10000.0,12000.0,20.0,-4.666666666666667,11.666666666666666,2017-07-03 11:27:24,Good
8a858e4c5a715421015a7abbfbbd786f,1979-01-01 00:00:00.000000,Savings,3.3233103,6.4636935,GT Bank,Permanent,missing,5,10000.0,11500.0,15.0,-7.2,15.8,2017-07-14 12:52:39,Good
8a8588f6548fb0c201549514019447e3,1987-04-17 00:00:00.000000,Savings,7.4866591,9.1298789,GT Bank,Permanent,missing,6,20000.0,23883.333333333332,30.0,6.166666666666667,8.666666666666666,2017-07-09 13:09:20,Good
8a858eb75c21a2b9015c2d16582b6eb0,1973-09-21 00:00:00.000000,Savings,3.3680215,7.1423872,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,1.0,20.0,2017-07-19 16:50:36,Good
8a858ef05c63d3b5015c6586a32e0c77,1987-09-02 00:00:00.000000,Savings,6.790729,6.1505233,Fidelity Bank,Permanent,missing,1,10000.0,13000.0,30.0,5.0,3.0,2017-07-03 07:29:38,Good
8a858f5659bc0eea0159c9e3ddee1d5f,1984-07-16 00:00:00.000000,Savings,3.2582054,6.5716291,Sterling Bank,Permanent,missing,4,10000.0,13000.0,30.0,5.5,19.75,2017-07-09 17:24:08,Good
8a858f8f5bfd3cfa015c0cb3fc9139b2,1978-10-06 00:00:00.000000,Savings,7.4405391,10.4823786,Access Bank,Permanent,missing,2,10000.0,13000.0,30.0,1.5,13.5,2017-07-14 10:16:32,Good
8a858f4f5511dca2015524e4a49e4727,1984-06-25 00:00:00.000000,Savings,3.3628026,6.455106,Standard Chartered,Permanent,missing,2,10000.0,13000.0,30.0,-24.0,11.5,2017-07-12 11:49:15,Good
8a858fd25c5a5bc7015c5dea03764080,1979-01-20 00:00:00.000000,Savings,3.3129254,7.1195992,GT Bank,Permanent,missing,3,10000.0,11500.0,15.0,1.3333333333333333,19.333333333333332,2017-07-13 19:53:42,Bad
8a858f4b5ccab528015ccaf7470b2d9e,1995-05-22 00:00:00.000000,Savings,7.3518286,5.1210196,Access Bank,Permanent,missing,1,10000.0,11500.0,15.0,1.0,6.0,2017-07-13 15:44:13,Good
8a858ed158f3044d0158fe42a7e14997,1986-05-19 00:00:00.000000,Savings,3.3552161,6.6269078,GT Bank,Permanent,missing,8,18750.0,22231.25,28.125,7.75,12.5,2017-07-13 17:23:04,Good
8a85896653e2e18b0153ea4c2b00049f,1983-08-08 00:00:00.000000,Other,6.8059757,6.1490754,GT Bank,Self-Employed,missing,5,14000.0,17300.0,30.0,-6.4,14.2,2017-07-05 13:58:24,Bad
8a858e2155defefd0155f06f2faa2841,1988-12-30 00:00:00.000000,Other,3.8838267,7.3509584,Fidelity Bank,Permanent,missing,1,10000.0,13000.0,30.0,3.0,17.0,2017-07-15 19:22:27,Good
8a858f3e5885ffa301588ee171d761d8,1986-09-26 00:00:00.000000,Savings,3.3487798,6.6023192,GT Bank,Permanent,missing,7,10714.285714285714,13103.57142857143,23.571428571428573,0.42857142857142855,9.285714285714286,2017-07-11 06:22:47,Good
8a858ef95bf799a0015bf7ad8a020a28,1988-10-11 00:00:00.000000,Savings,7.0882491,6.2291379,GT Bank,Permanent,missing,3,10000.0,12500.0,25.0,1.3333333333333333,22.333333333333332,2017-07-22 14:37:50,Good
8a858f2c59cb2d550159cbfe2d45028d,1973-02-02 00:00:00.000000,Savings,3.0596545,6.4862985,Skye Bank,Permanent,missing,5,10000.0,12700.0,27.0,-5.8,14.8,2017-07-28 08:50:29,Bad
8a858f085b905684015b906e73a01478,1982-07-21 00:00:00.000000,Savings,3.2934205,6.6400639,FCMB,Permanent,missing,3,10000.0,13000.0,30.0,0.0,25.0,2017-07-28 12:31:10,Good
8a858fd35b441894015b44ed16fb63b7,1990-01-26 00:00:00.000000,Savings,3.3728356,6.5073332,GT Bank,Permanent,missing,3,10000.0,13000.0,30.0,5.666666666666667,8.0,2017-07-03 11:31:25,Good
8a858e585693982b01569a712be80e14,1979-04-23 00:00:00.000000,Other,4.5869151,8.463997,Access Bank,Permanent,Graduate,8,21250.0,24950.0,30.0,2.625,9.0,2017-07-27 16:48:30,Bad
8a858f8d56e0c3a70156e7e736735594,1979-04-24 00:00:00.000000,Other,7.3705547,5.1146482,Stanbic IBTC,Self-Employed,Secondary,8,12500.0,15875.0,30.0,-2.875,8.0,2017-07-02 08:33:38,Good
8a858f505ca7b434015cab87f6cb61ed,1990-06-24 00:00:00.000000,Savings,3.4169318,6.4425101,Access Bank,Permanent,missing,1,10000.0,11500.0,15.0,3.0,24.0,2017-07-21 18:16:22,Good
8a858fa154e2912f0154f16a80f32556,1991-09-07 00:00:00.000000,Other,3.358887,7.1384209,Skye Bank,Self-Employed,missing,6,17500.0,20508.333333333332,25.0,7.0,17.5,2017-07-14 12:14:57,Good
8a858f565c3acb9d015c4455228962ad,1977-04-04 00:00:00.000000,Savings,7.5030844,9.0283551,Skye Bank,Permanent,missing,3,10000.0,12000.0,20.0,12.333333333333334,15.333333333333334,2017-07-09 15:16:27,Bad
8a858f615591c2cc01559597a77202c6,1992-12-10 00:00:00.000000,Savings,3.4373835,7.1831058,GT Bank,Permanent,missing,2,10000.0,11500.0,15.0,3.5,17.0,2017-07-07 21:41:41,Bad
8a858f5a57519e480157608691d3558d,1993-05-28 00:00:00.000000,Savings,5.6985624,5.8797845,Diamond Bank,Self-Employed,missing,7,10000.0,12785.714285714286,27.857142857142858,-0.2857142857142857,20.714285714285715,2017-07-10 17:40:27,Good
8a858fd95c3b5bca015c3fcc0b374c3e,1987-01-08 00:00:00.000000,Savings,7.4847391,8.9966162,UBA,Permanent,missing,1,10000.0,11500.0,15.0,2.0,21.0,2017-07-07 16:17:06,Good
8a858ece5b0142e3015b0f6361f57d8c,1988-08-28 00:00:00.000000,Savings,6.152055,5.8430667,GT Bank,Permanent,missing,2,10000.0,13000.0,30.0,-24.5,14.5,2017-07-26 12:23:44,Bad
8a858fe05d421ff4015d4c87d2a21ceb,1983-01-20 00:00:00.000000,Savings,8.52696,12.023015,Skye Bank,Permanent,missing,1,10000.0,13000.0,30.0,26.0,15.0,2017-07-24 22:34:06,Bad
8a858f295c8d307f015c93a9ccda7eb7,1986-03-27 00:00:00.000000,Savings,3.9552659,6.8403499,GT Bank,Permanent,missing,1,10000.0,11500.0,15.0,11.0,26.0,2017-07-12 17:30:34,Good
8a858f2e5876d7d001587838696001fc,1987-09-12 00:00:00.000000,Savings,3.4067831,6.651641,GT Bank,Permanent,missing,9,14444.444444444445,16341.666666666666,16.666666666666668,-1.5555555555555556,13.777777777777779,2017-07-05 17:33:52,Good
8a858f795896e56b0158a52e3f196868,1993-08-18 00:00:00.000000,Savings,5.5848005,7.1680725,GT Bank,Student,missing,9,19444.444444444445,22916.666666666668,30.0,7.222222222222222,18.22222222222222,2017-07-20 21:03:56,Good
8a858f7a5ca22d3c015ca365189858f2,1991-05-01 00:00:00.000000,Savings,3.2877592,6.6561113,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,7.0,13.0,2017-07-08 10:29:43,Good
8a858fb35a6b3924015a6b8d201e3239,1976-05-09 00:00:00.000000,Savings,3.4633795,6.4471178,GT Bank,Permanent,missing,4,10000.0,11500.0,15.0,-5.25,14.75,2017-07-10 15:24:34,Bad
8a858eda5c8863ff015c8c2578833357,1982-11-20 00:00:00.000000,Savings,3.3420954,6.4322547,Access Bank,Permanent,missing,1,10000.0,13000.0,30.0,6.0,10.0,2017-07-06 16:54:12,Good
8a858ed55c63db54015c6d8c404b1af1,1984-08-07 00:00:00.000000,Savings,3.3963934,6.5810176,GT Bank,Permanent,missing,2,10000.0,11500.0,15.0,4.5,11.5,2017-07-23 11:06:14,Bad
8a858fc25c172499015c17f4bce4345a,1993-01-23 00:00:00.000000,Savings,5.7852402,5.5091928,Diamond Bank,Permanent,missing,2,10000.0,13000.0,30.0,1.0,19.0,2017-07-19 06:49:57,Good
8a858ef25cd0c652015cd4677dc72a89,1988-08-03 00:00:00.000000,Savings,3.4604257,6.4352122,Diamond Bank,Permanent,missing,1,10000.0,13000.0,30.0,13.0,24.0,2017-07-20 05:06:16,Good
8a8589045384bd8301539e93bb010699,1989-11-13 00:00:00.000000,Other,3.4746199,6.456215,Sterling Bank,Permanent,Graduate,7,10000.0,11500.0,15.0,-0.5714285714285714,10.571428571428571,2017-07-19 10:12:23,Good
8a858e325d3245ec015d328e6b0b1fcc,1975-05-31 00:00:00.000000,Savings,7.4319846,10.5241379,GT Bank,Permanent,missing,1,10000.0,11500.0,15.0,2.0,27.0,2017-07-25 14:33:43,Good
8a858ff45ca0ec96015ca0f1094902d4,1989-10-27 00:00:00.000000,Savings,5.9952374,5.4958822,Diamond Bank,Permanent,missing,1,10000.0,11500.0,15.0,1.0,30.0,2017-07-14 09:12:19,Good
8a858e59569397d5015697f83bac10d0,1991-12-25 00:00:00.000000,Savings,5.2526767,7.49733,Access Bank,Self-Employed,missing,7,20000.0,23085.714285714286,25.714285714285715,2.5714285714285716,9.571428571428571,2017-07-18 11:47:00,Good
8a858ff455a09f5a0155bc4ffceb6327,1976-11-16 00:00:00.000000,Savings,3.366888,6.5838011,GT Bank,Permanent,missing,5,12000.0,14100.0,18.0,5.0,16.0,2017-07-21 14:13:18,Good
8a858f115d0e6376015d0f0cfbb13c81,1991-12-01 00:00:00.000000,Savings,3.3475501,6.5257544,Access Bank,Unemployed,missing,1,10000.0,11500.0,15.0,10.0,20.0,2017-07-11 08:44:25,Bad
8a858e705cb15527015cbf20a8da20aa,1994-04-10 00:00:00.000000,Savings,3.3493936,6.5369288,Access Bank,Permanent,missing,1,10000.0,13000.0,30.0,1.0,19.0,2017-07-23 17:11:24,Good
