customerid,bank_account_type,bank_name_clients,employment_status_clients,level_of_education_clients,loannumber,loanamount,totaldue,termdays,days_in_advance,due_day,approveddate,good_bad_flag,birth_year,age,age_category
8a858f045556eaa40155698324e4555e,Other,GT Bank,Permanent,Graduate,9,23333.333333333332,27600.0,33.333333333333336,1.8888888888888888,11.333333333333334,2017-07-10 09:52:41,Good,1984,38,adults
8a8589f354518554015476f53cc85096,Savings,UBA,Student,missing,8,23125.0,27606.25,37.5,-2.625,15.625,2017-07-27 21:36:04,Bad,1994,28,youth
8a85892854a059ed0154a5a2e54f2c29,Other,GT Bank,Permanent,missing,5,16000.0,20360.0,36.0,6.4,6.8,2017-07-04 19:29:30,Good,1985,38,adults
8a858eda552adcc201553e25379825f0,Other,Access Bank,Permanent,missing,6,19166.666666666668,22212.5,22.5,-0.16666666666666666,17.666666666666668,2017-07-28 09:42:16,Good,1984,39,adults
8a858f0455d9feaf0155e0332396619d,Savings,EcoBank,Permanent,missing,3,13333.333333333334,16333.333333333334,25.0,1.3333333333333333,26.0,2017-07-22 20:30:35,Good,1982,40,adults
8a858e6d5b62e36f015b63142f1c30e8,Savings,First Bank,Permanent,missing,4,12500.0,15500.0,26.25,6.0,19.5,2017-07-05 14:19:32,Bad,1975,48,adults
8a858eba5591bf2801559ae75c8d32bc,Other,GT Bank,Permanent,missing,8,17500.0,21918.75,37.5,1.375,13.5,2017-07-05 17:14:10,Good,1993,29,youth
8a858fbd59b080790159b0afab650fed,Savings,First Bank,Permanent,missing,7,11428.57142857143,12985.714285714286,15.0,0.7142857142857143,14.714285714285714,2017-07-13 14:03:11,Good,1989,34,youth
8a858fed5a27f0a4015a2815a51516ae,Savings,Access Bank,Permanent,missing,2,10000.0,13000.0,30.0,17.5,16.0,2017-07-25 17:28:07,Good,1988,35,adults
8a858f8d56e0c3a70156ffe45aaa277a,Savings,First Bank,Student,missing,1,10000.0,13000.0,30.0,-4.0,6.0,2017-07-11 04:53:14,Bad,1992,30,youth
8a858fba5cd5feee015cdb7399184dc9,Savings,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,3.0,27.0,2017-07-24 19:19:56,Good,1981,41,adults
8a858e885c63d379015c722183815a67,Savings,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,0.0,4.0,2017-07-05 21:50:52,Bad,1990,33,youth
8a858e5f5a4d0511015a52e503b52f20,Savings,Access Bank,Permanent,missing,7,17142.85714285714,19664.285714285714,19.285714285714285,1.1428571428571428,14.571428571428571,2017-07-21 20:19:47,Good,1973,49,adults
8a858e6a5cc6b1aa015cca236b471ea6,Savings,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,10.0,3.0,2017-07-24 16:16:37,Good,1981,41,adults
8a858f455b5d1896015b5d192a1d0090,Savings,Fidelity Bank,Permanent,missing,2,10000.0,13000.0,30.0,1.5,10.0,2017-07-11 20:13:55,Good,1984,39,adults
8a858f2e5c699f3a015c71ddba334a77,Savings,Access Bank,Permanent,missing,1,10000.0,11500.0,15.0,-6.0,6.0,2017-07-17 10:39:57,Good,1988,34,youth
8a858e3957d7ca4e0157dc950b836316,Other,Stanbic IBTC,Self-Employed,Graduate,9,17777.777777777777,20666.666666666668,25.0,0.8888888888888888,12.11111111111111,2017-07-19 09:23:17,Good,1983,39,adults
8a858e055ac84a51015ac944e21e6883,Savings,Diamond Bank,Permanent,missing,5,16000.0,19160.0,24.0,2.4,19.2,2017-07-19 04:50:03,Good,1982,41,adults
8a858fa95c695f85015c73059207124e,Savings,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,0.0,4.0,2017-07-14 12:11:53,Good,1984,39,adults
8a858e045b495c30015b49b40d522144,Savings,GT Bank,Permanent,missing,3,13333.333333333334,16666.666666666668,30.0,3.6666666666666665,9.666666666666666,2017-07-03 10:58:57,Good,1995,27,youth
8a858e6c5c88d145015c9b807b4d20d6,Savings,GT Bank,Permanent,missing,1,10000.0,11500.0,15.0,5.0,19.0,2017-07-14 17:04:18,Good,1992,30,youth
8a858fa25bd92c20015be42eb4d77cbb,Savings,Union Bank,Permanent,missing,1,10000.0,11500.0,15.0,-1.0,23.0,2017-07-07 10:07:15,Good,1988,35,adults
8a858ea555d9e6020155f237d9231a38,Other,Diamond Bank,Permanent,missing,1,10000.0,13000.0,30.0,7.0,12.0,2017-07-05 15:45:05,Good,1985,38,adults
8a858fce5bab3591015baf92d0026db8,Savings,First Bank,Permanent,missing,2,10000.0,12750.0,30.0,8.0,14.5,2017-07-08 19:19:26,Good,1992,31,youth
8a8589af547ff51b01548585b4fd5a8a,Other,GT Bank,Permanent,Graduate,12,25000.0,29950.0,40.0,3.4166666666666665,10.083333333333334,2017-07-05 19:23:29,Good,1985,38,adults
8a858f365b2547f3015b284597147c94,Savings,First Bank,Permanent,missing,2,10000.0,11500.0,15.0,-8.0,18.0,2017-07-25 16:25:57,Bad,1989,33,youth
8a858e6f5cd5e874015cd9f8c7280bf8,Savings,GT Bank,Permanent,missing,1,10000.0,11500.0,15.0,7.0,10.0,2017-07-12 14:26:30,Good,1981,42,adults
8a858e3c585373380158693fa8522fdd,Savings,Diamond Bank,Permanent,missing,15,19666.666666666668,22856.666666666668,26.0,9.8,16.666666666666668,2017-07-28 06:46:29,Good,1975,47,adults
8a858f7e5c69a6e3015c7511442d2420,Savings,Zenith Bank,Permanent,missing,1,10000.0,11500.0,15.0,2.0,3.0,2017-07-12 00:05:00,Good,1985,37,adults
8a858ff25a13ebf6015a142040892415,Savings,Sterling Bank,Permanent,missing,1,10000.0,11500.0,15.0,1.0,21.0,2017-07-20 08:07:14,Good,1988,35,adults
8a858f8f5bfd3cfa015c0c27b9167289,Savings,First Bank,Permanent,missing,2,10000.0,12250.0,22.5,0.5,13.0,2017-07-06 12:30:09,Good,1978,44,adults
8a858f2c59cf3fcc0159cfdddff3485a,Savings,Keystone Bank,Permanent,missing,6,15000.0,18375.0,27.5,2.3333333333333335,23.333333333333332,2017-07-27 12:09:15,Good,1987,36,adults
8a858f6e5cb16eb9015cb7b42010582a,Savings,GT Bank,Permanent,missing,1,10000.0,11500.0,15.0,6.0,10.0,2017-07-04 20:39:25,Good,1983,39,adults
8a858f475c11bc72015c1241c5e8477f,Savings,First Bank,Permanent,missing,2,10000.0,13000.0,30.0,0.5,21.5,2017-07-24 14:22:10,Good,1985,37,adults
8a858f305c8dd672015c96fb28632be3,Savings,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,3.0,12.0,2017-07-09 18:28:01,Good,1978,45,adults
8a858eb45876dcc5015881a631eb3e07,Savings,EcoBank,Permanent,missing,3,10000.0,11500.0,15.0,0.0,18.333333333333332,2017-07-12 21:13:39,Good,1988,35,adults
8a858f615b910db3015b9f5182bb5df7,Savings,GT Bank,Permanent,missing,4,12500.0,15125.0,22.5,9.0,11.75,2017-07-29 14:20:05,Good,1984,38,adults
8a858f0455d9feaf0155e4f43181412f,Other,First Bank,Permanent,missing,7,18571.428571428572,22075.0,30.0,5.714285714285714,13.857142857142858,2017-07-18 16:39:05,Good,1986,37,adults
8a858ece5862630201586ef7d4c74e4d,Savings,Access Bank,Permanent,missing,8,13750.0,15700.0,18.75,5.625,13.125,2017-07-22 20:33:58,Good,1989,33,youth
8a858f0e5a6171ba015a6a0391d80c8c,Savings,UBA,Permanent,missing,6,15000.0,18250.0,25.0,9.5,8.666666666666666,2017-07-10 05:51:52,Good,1982,41,adults
8a858eba5b681df4015b744d11505f26,Savings,Fidelity Bank,Permanent,missing,3,10000.0,13000.0,30.0,1.3333333333333333,19.0,2017-07-19 13:23:26,Good,1979,44,adults
8a858e335d1dd902015d2c236db91aa3,Savings,First Bank,Permanent,missing,1,10000.0,11500.0,15.0,8.0,25.0,2017-07-18 10:02:21,Good,1992,31,youth
8a858ea45b35639b015b37a9cc3b597e,Savings,GT Bank,Permanent,missing,5,12000.0,14100.0,18.0,-1.8,14.8,2017-07-14 08:21:13,Bad,1981,42,adults
8a858ec65cc6352b015cc9e42b441adf,Savings,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,8.0,21.0,2017-07-13 11:45:34,Good,1995,28,youth
8a858ff35acdd593015ad12db5593535,Savings,GT Bank,Permanent,missing,7,18571.428571428572,21364.285714285714,21.428571428571427,8.142857142857142,14.142857142857142,2017-07-02 18:10:09,Good,1988,34,youth
8a858e3654e2a8240154e379593e4df2,Other,UBA,Permanent,Graduate,14,26428.571428571428,30342.85714285714,28.928571428571427,4.928571428571429,9.5,2017-07-04 17:39:09,Good,1980,42,adults
8a858ec7577545eb0157758e344615b5,Other,GT Bank,Self-Employed,Graduate,11,23636.363636363636,26663.636363636364,23.181818181818183,6.181818181818182,15.909090909090908,2017-07-12 08:19:44,Good,1984,39,adults
8a858fee58d73f5f0158e2d82f3412d0,Savings,GT Bank,Permanent,missing,4,12500.0,15500.0,26.25,-1.25,19.25,2017-07-23 08:22:52,Good,1983,40,adults
8a858f265c2187bd015c2299b08b2a9c,Savings,GT Bank,Permanent,missing,2,10000.0,11500.0,15.0,3.5,7.5,2017-07-22 21:50:40,Good,1985,37,adults
8a858ea75b1fd476015b214391781ed7,Savings,Access Bank,Permanent,missing,5,12000.0,14550.0,24.0,6.2,17.8,2017-07-10 16:43:18,Good,1985,38,adults
8a858f5154ccbef70154ce770e987173,Other,FCMB,Permanent,Graduate,13,26923.076923076922,32030.76923076923,45.0,3.230769230769231,12.0,2017-07-07 15:28:29,Good,1981,41,adults
8a858e935b496584015b5791626f24f8,Savings,Diamond Bank,Permanent,missing,1,10000.0,13000.0,30.0,11.0,10.0,2017-07-21 17:01:48,Good,1989,34,youth
8a858e7d5b8b0b92015b8b1efc3b15ee,Savings,GT Bank,Permanent,missing,3,10000.0,12500.0,25.0,1.3333333333333333,5.333333333333333,2017-07-05 17:09:44,Good,1978,45,adults
8a858f7558070a84015807cc7e7e3c61,Other,Access Bank,Permanent,Graduate,7,10000.0,13000.0,30.0,-1.0,15.285714285714286,2017-07-19 00:36:50,Bad,1992,31,youth
8a858e1556321b940156548b9ca970a6,Savings,Stanbic IBTC,Permanent,missing,11,20909.090909090908,23900.0,23.181818181818183,6.0,12.0,2017-07-18 16:35:30,Good,1988,35,adults
8a858f855bf2f1ad015bf37cd23049a3,Savings,GT Bank,Permanent,missing,3,10000.0,13000.0,30.0,12.333333333333334,17.0,2017-07-17 13:03:12,Good,1979,44,adults
8a858fc75b90e6b5015b9acbaac827a2,Savings,First Bank,Permanent,missing,3,10000.0,12000.0,20.0,3.6666666666666665,18.666666666666668,2017-07-06 18:18:31,Bad,1984,38,adults
8a858e0156b782a10156d151957b56cc,Other,GT Bank,Self-Employed,missing,13,26153.846153846152,29618.26923076923,26.53846153846154,2.6923076923076925,11.846153846153847,2017-07-27 11:56:41,Good,1989,34,youth
8a858e9b560bbd6301561cd3a9a876c1,Other,Diamond Bank,Permanent,missing,7,14285.714285714286,16321.42857142857,17.142857142857142,4.714285714285714,14.857142857142858,2017-07-01 13:59:49,Good,1993,30,youth
8a858e6f5668e01701567fb07dcc076c,Savings,GT Bank,Self-Employed,Graduate,9,16111.111111111111,19694.444444444445,33.333333333333336,1.3333333333333333,7.666666666666667,2017-07-09 17:44:16,Good,1987,35,adults
8a858fa257d8223c0157e6678b8a1e8b,Savings,Access Bank,Permanent,Graduate,11,22727.272727272728,26781.81818181818,31.363636363636363,7.090909090909091,10.0,2017-07-05 14:37:41,Good,1975,48,adults
8a858e63599799e901599dce58322a64,Savings,Zenith Bank,Permanent,missing,7,12857.142857142857,15564.285714285714,25.714285714285715,1.8571428571428572,16.428571428571427,2017-07-24 19:45:17,Bad,1979,43,adults
8a858f8659db725c0159dcf1d4bd6f04,Savings,Stanbic IBTC,Permanent,missing,9,20000.0,22622.222222222223,20.0,2.4444444444444446,19.11111111111111,2017-07-15 07:39:16,Good,1984,39,adults
8a858e5b5ca767e1015ca8a7c45543d6,Savings,Skye Bank,Permanent,missing,1,10000.0,13000.0,30.0,9.0,14.0,2017-07-06 17:41:20,Good,1975,48,adults
8a858fb65b2020b2015b20ab33ab53f8,Savings,Access Bank,Permanent,missing,2,10000.0,12250.0,22.5,-10.0,13.5,2017-07-21 12:08:01,Bad,1989,34,youth
8a858e3d570f30bb0157146c32c418b7,Savings,GT Bank,Student,missing,7,18571.428571428572,22671.428571428572,34.285714285714285,-0.14285714285714285,14.285714285714286,2017-07-01 21:13:24,Good,1994,29,youth
8a858fc45c21da6f015c24e1eefc34ac,Savings,UBA,Permanent,missing,1,10000.0,11500.0,15.0,-10.0,5.0,2017-07-08 13:21:00,Bad,1976,47,adults
8a858ec6560bc09801561eed02e71124,Other,GT Bank,Self-Employed,Graduate,10,26000.0,30548.75,40.5,2.4,14.9,2017-07-03 11:51:55,Good,1988,35,adults
8a858ee65be8d42d015bea072bee5936,Savings,Stanbic IBTC,Permanent,missing,3,10000.0,12500.0,25.0,5.666666666666667,25.666666666666668,2017-07-12 13:33:56,Bad,1987,36,adults
8a858eb75c21a2b9015c2c44b7c361da,Savings,EcoBank,Permanent,missing,1,10000.0,11500.0,15.0,3.0,3.0,2017-07-18 13:46:10,Bad,1995,28,youth
8a858ea35d0e2226015d0e4cd68f1947,Savings,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,5.0,3.0,2017-07-29 09:29:06,Good,1981,42,adults
8a858f6d59d116420159d25fddf45982,Savings,GT Bank,Permanent,missing,6,15000.0,18266.666666666668,27.5,1.6666666666666667,4.5,2017-07-03 06:22:08,Good,1980,43,adults
8a8588dc536a14130153790b5b5d7cda,Savings,GT Bank,Self-Employed,Graduate,3,10000.0,12500.0,25.0,-50.666666666666664,14.666666666666666,2017-07-21 12:18:16,Good,1982,41,adults
8a858ffd5c8d343d015c9c30ed1b77f5,Savings,First Bank,Permanent,missing,1,10000.0,11500.0,15.0,0.0,6.0,2017-07-11 14:40:10,Good,1984,38,adults
8a858f9d5668e3f101566f169e355a6b,Other,Zenith Bank,Permanent,Graduate,3,10000.0,12500.0,25.0,2.3333333333333335,14.0,2017-07-05 11:41:18,Good,1994,29,youth
8a858f1358b9f0740158d3834f5e7450,Savings,EcoBank,Permanent,missing,8,20000.0,23250.0,26.25,2.875,11.25,2017-07-03 07:28:52,Good,1987,36,adults
8a858e7d5d328208015d3409dd464483,Savings,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,17.0,14.0,2017-07-30 13:05:45,Good,1985,37,adults
8a858f93572e873c015746f79dc61024,Savings,GT Bank,Permanent,missing,1,10000.0,11500.0,15.0,1.0,18.0,2017-07-27 16:15:31,Good,1978,45,adults
8a858f735922163501592b85494d1ab0,Savings,GT Bank,Permanent,missing,1,10000.0,11500.0,15.0,4.0,3.0,2017-07-23 15:30:54,Good,1987,36,adults
8a858f9f5679951a01568d9941453c97,Other,GT Bank,Self-Employed,missing,5,15000.0,17475.0,24.0,3.4,18.2,2017-07-10 06:28:43,Good,1984,38,adults
8a858f075b58beb8015b58cc08160e4e,Savings,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,-6.0,1.0,2017-07-27 21:51:00,Good,1990,33,youth
8a858fe45cd62cbf015ce8f815230bc2,Savings,GT Bank,Permanent,missing,1,10000.0,11500.0,15.0,11.0,14.0,2017-07-13 18:19:17,Good,1972,50,adults
8a85882653bc51f50153cb3de65e73d0,Other,Diamond Bank,Permanent,missing,11,24545.454545454544,28681.81818181818,34.09090909090909,-2.1818181818181817,12.909090909090908,2017-07-25 21:01:49,Good,1982,40,adults
8a1088a0484472eb01484669e3ce4e0b,Savings,GT Bank,Permanent,Primary,1,10000.0,11500.0,15.0,-6.0,18.0,2017-07-27 19:44:08,Bad,1989,33,youth
8a858e35590808300159237c9c5446e3,Savings,GT Bank,Student,missing,1,10000.0,13000.0,30.0,0.0,3.0,2017-07-13 10:38:55,Good,1992,31,youth
8a858e8e5ca1f1a8015ca2d44044627e,Savings,Skye Bank,Permanent,missing,1,10000.0,13000.0,30.0,7.0,17.0,2017-07-14 08:56:53,Good,1988,34,youth
8a858fa85bf7d621015bf7d690b9006e,Savings,UBA,Permanent,missing,2,10000.0,12250.0,22.5,-6.5,17.5,2017-07-11 22:22:37,Good,1990,33,youth
8a858ff15b8b0352015b8b110e0013a0,Savings,GT Bank,Permanent,missing,5,11000.0,12462.5,15.0,8.0,20.0,2017-07-05 08:20:57,Good,1984,39,adults
8a858ffa5ad810ff015ad82004960681,Savings,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,12.0,1.0,2017-07-21 07:09:17,Bad,1978,45,adults
8a85880353acff880153b4d53d6b45db,Other,GT Bank,Retired,Graduate,12,20250.0,23958.333333333332,32.5,0.9166666666666666,10.833333333333334,2017-07-03 12:35:49,Good,1991,32,youth
8a858900536a043401537e702ff74eac,Other,GT Bank,Self-Employed,Post-Graduate,19,27631.57894736842,31189.473684210527,28.42105263157895,7.2631578947368425,19.105263157894736,2017-07-30 08:55:53,Good,1973,50,adults
8a858f5659bc0eea0159c07fa77e22e6,Savings,Heritage Bank,Permanent,missing,5,14000.0,16550.0,21.0,-0.2,14.8,2017-07-20 06:40:30,Good,1982,40,adults
8a858f7b5ca7abe3015cab60bf2e71fb,Savings,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,-1.0,17.0,2017-07-19 03:09:15,Bad,1988,35,adults
8a858fe65675195a015679452588279c,Savings,UBA,Permanent,missing,9,17777.777777777777,21608.333333333332,30.0,12.777777777777779,12.777777777777779,2017-07-11 15:36:56,Good,1982,41,adults
8a8589b953bc23f70153c12434a351b9,Savings,Zenith Bank,Self-Employed,missing,6,15000.0,17625.0,20.0,2.6666666666666665,15.833333333333334,2017-07-27 11:02:42,Good,1982,41,adults
8a858fd35bed00ef015bed49a2552f67,Savings,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,-8.0,28.0,2017-07-10 15:56:42,Good,1978,44,adults
8a858f905c17123d015c177eb04038e4,Savings,EcoBank,Permanent,missing,2,10000.0,13000.0,30.0,-2.0,21.5,2017-07-24 06:42:08,Bad,1989,33,youth
8a858e245c214660015c2ad957886351,Savings,Diamond Bank,Permanent,missing,3,10000.0,12000.0,20.0,6.333333333333333,8.0,2017-07-09 20:47:45,Good,1986,36,adults
8a858ec55ca7919d015ca821f41f2ce1,Savings,Diamond Bank,Permanent,missing,1,10000.0,13000.0,30.0,9.0,17.0,2017-07-09 23:14:04,Good,1991,32,youth
8a858fa15c8ceaaa015c8d79c65f4f86,Savings,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,3.0,17.0,2017-07-14 19:08:46,Good,1977,46,adults
8a858fde56eb02280156ff40116b2641,Other,GT Bank,Permanent,Post-Graduate,9,17777.777777777777,21216.666666666668,28.333333333333332,3.7777777777777777,8.555555555555555,2017-07-03 11:47:58,Bad,1988,35,adults
8a858fed5a28bf0e015a2f0aa63f38d9,Savings,Zenith Bank,Permanent,missing,4,10000.0,12531.25,26.25,-2.5,21.0,2017-07-30 08:29:24,Good,1993,30,youth
8a858f54589736f40158a1b8a006728a,Savings,First Bank,Retired,missing,9,17222.222222222223,20069.444444444445,25.0,4.555555555555555,21.666666666666668,2017-07-26 23:19:47,Good,1967,55,adults
8a858eac5c451942015c5546798300e4,Savings,GT Bank,Permanent,missing,2,10000.0,13000.0,30.0,7.5,27.0,2017-07-24 11:52:03,Good,1979,43,adults
8a858f0a56d3ed1f0156d5959f9e31fd,Other,First Bank,Self-Employed,missing,2,10000.0,13000.0,30.0,5.0,26.5,2017-07-20 13:58:42,Good,1982,41,adults
8a858fcf5b39c3ba015b3b269d573d36,Savings,Access Bank,Permanent,missing,5,12000.0,14025.0,18.0,1.0,17.4,2017-07-30 20:34:49,Good,1982,40,adults
8a858eba5c884d2a015c95e9451335f7,Savings,Zenith Bank,Permanent,missing,1,10000.0,11500.0,15.0,3.0,26.0,2017-07-13 14:41:35,Good,1982,40,adults
8a858e875cfa37f5015cfd05416040d7,Savings,GT Bank,Permanent,missing,1,10000.0,11500.0,15.0,2.0,17.0,2017-07-19 21:11:22,Good,1984,38,adults
8a2a81a74ce8c05d014cfb32a0da1049,Other,Diamond Bank,Permanent,Post-Graduate,11,18181.81818181818,22081.81818181818,30.0,0.9090909090909091,14.454545454545455,2017-07-25 08:22:56,Good,1972,51,adults
8a1a32fc49b632520149c3b8fdf85139,Savings,GT Bank,Permanent,Graduate,7,12857.142857142857,15214.285714285714,19.285714285714285,0.42857142857142855,14.285714285714286,2017-07-13 19:22:15,Good,1979,44,adults
8a858e035693e02901569504a7cd4a8f,Other,First Bank,Self-Employed,Graduate,10,23000.0,27960.0,42.0,5.1,17.1,2017-07-01 12:17:36,Good,1964,58,adults
8a858e0156b782a10156d773847c2452,Other,First Bank,Self-Employed,missing,12,27500.0,31325.0,28.75,2.8333333333333335,15.833333333333334,2017-07-08 05:24:52,Good,1988,34,youth
8a858e255557edfe015573d6e4223dc8,Savings,First Bank,Permanent,missing,9,23888.88888888889,28741.666666666668,40.0,0.8888888888888888,17.555555555555557,2017-07-21 10:50:57,Bad,1975,47,adults
8a858e095aae82b7015aaf6ce0c80432,Savings,GT Bank,Permanent,missing,7,17142.85714285714,19557.14285714286,19.285714285714285,8.0,15.0,2017-07-28 11:52:49,Bad,1987,36,adults
8a858ec75bfd77c4015c00bdf0a967b1,Savings,Stanbic IBTC,Permanent,missing,2,10000.0,11500.0,15.0,7.5,16.5,2017-07-10 18:42:51,Good,1986,37,adults
8a858e6f5cd5e874015cdf871bb30530,Savings,Zenith Bank,Permanent,missing,1,10000.0,11500.0,15.0,3.0,10.0,2017-07-09 14:40:21,Good,1986,37,adults
8a858f6e5cb16eb9015cc459b4c20f43,Savings,EcoBank,Permanent,missing,1,10000.0,13000.0,30.0,1.0,21.0,2017-07-20 14:06:49,Good,1985,37,adults
8a858f9f5679951a01568a490dce6d89,Other,Diamond Bank,Self-Employed,missing,8,16250.0,17981.25,15.0,-1.125,17.0,2017-07-19 04:44:04,Good,1974,48,adults
8a858fa158f8ee8f0158fe8c5a574064,Savings,Skye Bank,Permanent,missing,8,18750.0,22662.5,31.875,2.125,18.75,2017-07-06 07:14:45,Bad,1988,34,youth
8a858fbd5cd6054a015ce40a0d000a54,Savings,GT Bank,Permanent,missing,1,10000.0,11500.0,15.0,-2.0,11.0,2017-07-17 13:40:26,Good,1985,38,adults
8a858eb75c21a2b9015c2a3cd3363330,Savings,UBA,Permanent,missing,1,10000.0,13000.0,30.0,25.0,20.0,2017-07-13 12:36:19,Good,1981,41,adults
8a858ee758a4dfbc0158a5b0d9db0be8,Savings,Zenith Bank,Student,missing,8,18750.0,23275.0,37.5,7.125,18.25,2017-07-13 19:39:53,Good,1994,29,youth
8a858f2756cec0a30156e2d4cea415a3,Other,UBA,Permanent,Graduate,9,23333.333333333332,28011.11111111111,38.333333333333336,-3.0,16.0,2017-07-24 14:57:58,Good,1988,34,youth
8a858ee0560bc077015613b7551c61f6,Savings,First Bank,Permanent,missing,1,10000.0,11500.0,15.0,0.0,15.0,2017-07-01 06:27:12,Good,1982,40,adults
8a858fe55693989201569a64b99b11a1,Other,Diamond Bank,Permanent,missing,13,26923.076923076922,30480.76923076923,26.53846153846154,8.307692307692308,15.23076923076923,2017-07-28 17:07:19,Good,1981,42,adults
8a858f185d1daff6015d1df2460e159a,Savings,GT Bank,Permanent,missing,1,10000.0,11500.0,15.0,4.0,24.0,2017-07-21 09:39:16,Good,1978,44,adults
8a858f335c8d9723015c8da0ed2b04bf,Savings,GT Bank,Permanent,missing,2,10000.0,11500.0,15.0,-1.0,18.0,2017-07-15 06:33:14,Bad,1986,36,adults
8a858fa154e2912f0154e772203a2dea,Savings,Zenith Bank,Unemployed,missing,11,22363.636363636364,26250.0,31.363636363636363,0.7272727272727273,10.272727272727273,2017-07-24 18:37:59,Bad,1993,30,youth
8a858ffc5aa39049015aa41ffcef5d1c,Savings,Zenith Bank,Permanent,missing,4,12500.0,15875.0,30.0,2.0,5.0,2017-07-03 12:08:19,Good,1985,37,adults
8a858e645654fdc4015655c79af04df0,Other,Zenith Bank,Self-Employed,Post-Graduate,9,14444.444444444445,17866.666666666668,28.333333333333332,7.888888888888889,13.88888888888889,2017-07-21 17:32:07,Bad,1985,38,adults
8a858e5f59d133690159d21dcd085768,Savings,Diamond Bank,Permanent,missing,5,10000.0,12100.0,21.0,-2.2,12.0,2017-07-13 12:44:51,Good,1990,33,youth
8a858fe8555f401f0155736da4b20e0a,Other,GT Bank,Permanent,missing,5,10000.0,12400.0,24.0,4.8,17.4,2017-07-10 14:17:56,Bad,1989,34,youth
8a858f9a56435559015648a1594a0008,Savings,GT Bank,Student,missing,5,12000.0,13560.0,15.0,2.4,16.6,2017-07-11 06:20:21,Good,1995,28,youth
8a858e145bf81459015bfc2992285a80,Savings,Access Bank,Permanent,missing,2,10000.0,13000.0,30.0,0.5,11.0,2017-07-11 17:19:12,Good,1988,34,youth
8a858e415c20f3f8015c2107ff010c56,Savings,Diamond Bank,Permanent,missing,2,10000.0,13000.0,30.0,7.0,12.5,2017-07-05 15:16:05,Good,1993,30,youth
8a858ea35c7ce42e015c7d14e11519d1,Savings,First Bank,Permanent,missing,2,10000.0,12250.0,22.5,4.0,19.5,2017-07-14 16:11:11,Good,1990,33,youth
8a85897353d85af80153d8a56c3401b8,Other,GT Bank,Permanent,Graduate,12,23250.0,26245.833333333332,22.5,1.75,14.083333333333334,2017-07-12 00:07:27,Good,1985,38,adults
8a858f3d5add42e2015ae1a08bd806dc,Savings,GT Bank,Permanent,missing,6,15833.333333333334,18583.333333333332,22.5,2.3333333333333335,20.166666666666668,2017-07-27 12:17:04,Bad,1990,33,youth
8a858e6a5bfd4b54015c0dc45b31270b,Savings,EcoBank,Permanent,missing,2,10000.0,12250.0,22.5,0.0,17.0,2017-07-06 16:14:22,Good,1979,44,adults
8a858e615c832be8015c83f6af853b59,Savings,Diamond Bank,Permanent,missing,1,10000.0,13000.0,30.0,0.0,10.0,2017-07-10 18:37:37,Good,1981,41,adults
8a858e875c63d395015c72552f637255,Savings,Zenith Bank,Permanent,missing,1,10000.0,13000.0,30.0,3.0,24.0,2017-07-21 23:40:03,Bad,1985,38,adults
8a858e9156e137c60156ff22fcad444c,Other,Access Bank,Permanent,Post-Graduate,13,20769.23076923077,23988.46153846154,27.692307692307693,7.615384615384615,17.307692307692307,2017-07-06 16:17:31,Good,1986,37,adults
8a858eac5c451942015c53be63956f40,Savings,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,0.0,6.0,2017-07-07 11:12:03,Bad,1991,31,youth
8a858e135cb22031015cbf92f3be3c16,Savings,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,2.0,19.0,2017-07-19 18:34:59,Bad,1984,39,adults
8a858f7c5be8dc45015be8eaadb90c0e,Savings,UBA,Permanent,missing,2,10000.0,13000.0,30.0,0.0,8.5,2017-07-12 13:55:56,Good,1991,32,youth
8a858e345bece94d015becf4b91c0882,Savings,GT Bank,Permanent,missing,2,10000.0,13000.0,30.0,6.0,9.5,2017-07-08 15:15:00,Good,1987,36,adults
8a85896653f0fed20154047ec0720b35,Savings,GT Bank,Self-Employed,Graduate,12,32500.0,38033.333333333336,52.5,0.6666666666666666,15.75,2017-07-06 13:27:16,Good,1979,44,adults
8a858e6a5bfd4b54015bfe4453635a92,Savings,Stanbic IBTC,Permanent,missing,1,10000.0,13000.0,30.0,11.0,10.0,2017-07-14 16:11:44,Bad,1989,33,youth
8a858ffb5b350b52015b355b3ea542d3,Savings,First Bank,Permanent,missing,4,11250.0,13781.25,26.25,4.0,17.5,2017-07-14 15:37:14,Good,1992,31,youth
8a858f6f5b3f095b015b3fb8a8e7099f,Savings,GT Bank,Permanent,missing,3,10000.0,11500.0,15.0,4.0,20.0,2017-07-06 20:30:44,Good,1991,32,youth
